#Data tag : v1 , Norm tag: None
#run:fill,time,ncms,hltpath,delivered(/pb),recorded(/pb)
278273:5169,08/05/16 17:37:20,36,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,7.323,5.973
278274:5169,08/05/16 17:55:42,84,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,19.707,18.367
278288:5170,08/05/16 21:11:12,15,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,3.804,2.925
278289:5170,08/05/16 21:18:02,51,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,11.428,9.634
278290:5170,08/05/16 21:42:34,11,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,2.663,2.467
278308:5173,08/06/16 13:00:39,1740,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,336.199,320.155
278310:5173,08/07/16 00:47:36,708,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,93.872,90.876
278315:5179,08/07/16 10:56:52,693,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,152.675,140.247
278345:5181,08/08/16 00:13:39,746,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,166.625,153.133
278346:5181,08/08/16 05:08:15,117,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,22.700,21.608
278349:5181,08/08/16 06:27:06,613,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,101.605,97.121
278366:5181,08/08/16 10:36:47,453,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,63.269,61.039
278406:5183,08/08/16 17:15:50,1597,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,319.947,303.620
278509:5187,08/09/16 18:29:15,1467,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,301.129,279.389
278769:5197,08/13/16 06:38:56,30,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,7.931,7.329
278770:5197,08/13/16 06:54:00,767,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,174.284,166.984
278801:5198,08/13/16 14:43:37,38,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,10.292,7.936
278802:5198,08/13/16 15:01:05,17,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,4.105,1.739
278803:5198,08/13/16 15:10:53,318,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,78.695,72.759
278804:5198,08/13/16 17:20:06,4,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,0.929,0.762
278805:5198,08/13/16 17:23:57,274,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,60.301,56.548
278808:5198,08/13/16 19:25:19,1791,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,287.054,276.362
278820:5199,08/14/16 11:00:51,1517,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,304.872,292.856
278822:5199,08/14/16 21:52:47,1627,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,202.893,196.568
278873:5205,08/15/16 23:25:45,60,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,11.489,2.058
278874:5205,08/15/16 23:51:53,477,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,88.698,83.419
278875:5205,08/16/16 03:01:20,833,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,123.041,117.573
278923:5206,08/16/16 12:16:32,413,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,104.613,100.175
278957:5209,08/16/16 21:31:36,149,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,38.331,36.745
278962:5210,08/17/16 01:08:31,341,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,83.145,77.293
278963:5210,08/17/16 03:24:57,174,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,39.264,37.745
278969:5211,08/17/16 07:16:52,1386,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,300.996,287.917
278975:5211,08/17/16 16:23:16,848,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,129.009,123.191
278976:5211,08/17/16 21:58:16,20,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,2.729,2.627
278986:5213,08/18/16 04:02:59,129,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,34.228,32.092
279024:5219,08/18/16 22:31:53,301,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,53.413,50.732
279029:5219,08/19/16 02:19:40,260,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,41.058,39.029
279071:5222,08/19/16 15:40:07,174,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,24.128,23.198
279080:5223,08/19/16 22:42:50,157,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,13.641,13.167
279115:5229,08/20/16 22:08:09,407,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,89.285,85.924
279116:5229,08/21/16 01:36:03,448,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,96.330,92.434
279479:5247,08/25/16 04:33:24,105,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,6.411,6.066
279588:5251,08/25/16 21:08:11,1160,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,241.675,233.156
279653:5253,08/26/16 14:05:52,181,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,45.810,44.147
279654:5253,08/26/16 15:21:58,1245,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,253.666,245.477
279656:5253,08/26/16 23:49:40,43,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,6.900,5.825
279658:5253,08/27/16 01:35:19,712,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,97.710,95.006
279667:5254,08/27/16 09:08:23,966,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,217.998,210.827
279681:5256,08/27/16 21:57:02,28,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,7.306,6.716
279682:5256,08/27/16 22:11:02,33,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,8.662,7.833
279683:5256,08/27/16 22:32:16,26,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,6.753,6.411
279684:5256,08/27/16 22:46:58,22,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,5.593,5.345
279685:5256,08/27/16 23:07:12,208,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,50.467,48.848
279691:5257,08/28/16 03:41:26,43,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,10.322,9.728
279694:5257,08/28/16 04:03:09,2235,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,418.135,406.150
279715:5258,08/28/16 22:01:34,577,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,135.677,130.204
279716:5258,08/29/16 02:17:06,1638,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,269.173,262.229
279760:5261,08/29/16 20:21:24,655,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,161.478,156.255
279766:5261,08/30/16 01:08:36,1689,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,282.978,274.841
279767:5261,08/30/16 12:08:03,776,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,94.447,92.355
279794:5264,08/30/16 23:41:02,1024,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,234.466,227.434
279823:5265,08/31/16 10:00:39,335,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,85.837,83.242
279841:5266,08/31/16 15:23:17,2040,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,390.773,378.513
279844:5267,09/01/16 07:21:16,224,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,60.182,57.514
279887:5270,09/01/16 23:20:52,316,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,77.913,74.727
279931:5274,09/02/16 11:37:39,2934,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,502.189,487.164
279966:5275,09/03/16 09:20:25,363,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,98.669,94.646
279975:5276,09/03/16 14:45:09,1024,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,252.850,243.664
279993:5277,09/04/16 00:23:27,72,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,19.585,18.378
279994:5277,09/04/16 00:56:48,47,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,13.340,12.589
280013:5277,09/04/16 03:35:47,25,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,5.988,5.751
280015:5277,09/04/16 03:55:19,572,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,122.374,117.766
280016:5277,09/04/16 07:42:16,149,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,28.222,27.220
280017:5277,09/04/16 08:45:47,608,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,103.496,100.514
280018:5277,09/04/16 12:47:05,1281,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,168.200,163.801
280020:5277,09/04/16 21:15:15,45,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,4.939,4.761
280024:5277,09/04/16 21:47:39,427,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,44.000,43.199
280187:5279,09/05/16 20:24:23,57,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,14.903,13.454
280188:5279,09/05/16 20:50:25,245,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,65.352,62.683
280191:5279,09/05/16 22:40:17,897,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,189.831,183.010
280194:5279,09/06/16 06:00:49,238,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,37.356,36.244
280242:5282,09/06/16 15:43:40,625,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,156.851,150.585
280249:5282,09/06/16 19:52:07,1432,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,253.448,245.267
280251:5282,09/07/16 05:14:58,371,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,49.876,48.585
280327:5287,09/08/16 08:23:13,37,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,9.724,8.880
280330:5287,09/08/16 08:46:53,857,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,197.041,189.771
280349:5287,09/08/16 14:27:22,620,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,110.288,106.679
280363:5287,09/08/16 18:47:24,359,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,53.214,51.471
280364:5287,09/08/16 21:09:57,1349,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,165.875,160.092
280383:5288,09/09/16 08:41:13,2,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,0.554,0.252
280384:5288,09/09/16 08:49:12,33,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,8.614,7.954
280385:5288,09/09/16 09:11:36,2012,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v1,387.389,373.399
281613:5331,09/25/16 06:03:32,795,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,11.728,10.052
281639:5338,09/26/16 07:45:13,132,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,20.625,19.361
281641:5338,09/26/16 09:34:34,319,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,41.973,40.201
281693:5339,09/26/16 16:57:00,2191,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,398.688,385.578
281707:5340,09/27/16 09:47:29,950,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,228.408,218.994
281726:5340,09/27/16 16:14:38,288,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,52.403,50.626
281727:5340,09/27/16 18:10:03,1605,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,214.040,207.989
281797:5345,09/28/16 12:04:48,2052,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,422.136,406.997
281975:5351,09/30/16 03:23:12,215,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,59.479,54.922
281976:5351,09/30/16 04:48:03,2166,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,362.726,348.927
282033:5352,09/30/16 21:30:43,36,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,9.115,8.406
282034:5352,09/30/16 21:48:05,33,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,9.496,8.783
282035:5352,09/30/16 22:03:01,40,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,11.135,9.578
282037:5352,09/30/16 22:24:14,1861,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,353.895,339.569
282092:5355,10/02/16 13:49:37,1784,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,314.544,304.390
282708:5391,10/09/16 08:39:30,8,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,2.537,2.151
282710:5391,10/09/16 08:49:08,3,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,0.891,0.352
282712:5391,10/09/16 09:00:13,60,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,17.808,16.959
282730:5393,10/09/16 12:41:53,76,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,22.626,20.702
282731:5393,10/09/16 13:13:59,172,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,51.120,48.269
282732:5393,10/09/16 14:23:16,69,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,19.153,18.400
282733:5393,10/09/16 14:52:26,177,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,45.728,43.994
282734:5393,10/09/16 16:03:11,327,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,74.727,72.010
282735:5393,10/09/16 18:12:39,1819,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,284.972,276.957
282800:5394,10/10/16 14:17:15,377,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,99.081,95.362
282807:5394,10/10/16 16:48:03,326,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,76.092,72.103
282814:5394,10/10/16 18:58:58,1843,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,292.785,283.805
282842:5395,10/11/16 10:34:00,80,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,24.876,23.877
282917:5401,10/12/16 01:27:07,74,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,19.253,18.304
282918:5401,10/12/16 02:00:22,51,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,13.694,13.125
282919:5401,10/12/16 02:23:36,243,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,60.584,58.416
282922:5401,10/12/16 05:09:33,131,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,28.009,26.122
282923:5401,10/12/16 06:04:20,219,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,43.547,41.479
283042:5405,10/12/16 22:38:59,6,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,1.632,1.446
283043:5405,10/12/16 22:44:16,517,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,124.514,119.190
283049:5406,10/13/16 05:05:17,12,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,3.950,3.178
283050:5406,10/13/16 05:13:23,212,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,63.056,58.893
283052:5406,10/13/16 06:45:19,111,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,30.745,29.303
283059:5406,10/13/16 08:00:56,450,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,105.239,100.946
283270:5416,10/14/16 18:39:48,1833,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,403.253,389.920
283283:5416,10/15/16 06:37:08,1744,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,208.655,203.589
283305:5418,10/15/16 21:41:13,7,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,2.183,1.412
283306:5418,10/15/16 21:46:57,289,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,81.637,78.193
283307:5418,10/15/16 23:43:44,454,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,106.983,102.419
283308:5418,10/16/16 02:46:26,945,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,170.854,164.476
283353:5421,10/16/16 19:55:17,743,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,201.706,194.656
283358:5421,10/17/16 00:50:19,980,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,185.997,176.656
283359:5421,10/17/16 07:15:19,428,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,64.075,62.557
283407:5423,10/17/16 21:54:07,33,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,11.081,9.951
283408:5423,10/17/16 22:10:43,2344,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,483.967,467.533
283416:5423,10/18/16 15:16:09,195,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,22.935,22.306
283453:5424,10/18/16 19:07:49,455,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,130.871,125.417
283469:5426,10/19/16 01:09:36,1,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,0.340,0.032
283478:5427,10/19/16 04:13:19,874,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,222.718,214.416
283548:5433,10/19/16 22:58:39,144,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,30.349,29.351
283680:5437,10/21/16 03:17:51,81,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,20.118,19.335
283681:5437,10/21/16 03:56:07,17,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,4.101,3.896
283682:5437,10/21/16 04:08:38,384,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,84.471,81.925
283685:5437,10/21/16 06:39:38,314,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,22.016,20.937
283820:5439,10/21/16 20:48:18,1482,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,274.772,265.822
283830:5439,10/22/16 06:27:24,722,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,108.171,105.225
283834:5439,10/22/16 11:11:28,81,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,10.572,9.286
283835:5439,10/22/16 11:45:28,111,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,13.384,11.666
283865:5441,10/22/16 17:30:09,1177,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,279.348,270.062
283876:5442,10/23/16 03:38:50,657,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,173.444,166.990
283877:5442,10/23/16 07:59:53,1496,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,260.338,252.214
283884:5443,10/23/16 23:44:05,404,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,108.696,103.871
283885:5443,10/24/16 02:25:30,1723,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,306.740,298.067
283933:5446,10/24/16 18:32:31,145,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,42.957,41.003
283934:5446,10/24/16 19:33:15,1258,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,285.920,275.397
283946:5448,10/25/16 07:30:41,1377,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,318.400,306.554
283964:5448,10/25/16 16:29:30,388,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,62.241,60.336
284006:5450,10/26/16 01:53:26,318,HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ_v4,61.216,59.131
